name;@lat;@lon
Rúa do Beadiño;42.8612921;-8.5771559
Camiño do Baldío;42.8755594;-8.5769823
Rúa Vila de Muros;43.3533371;-8.3897249
Rúa Castro Chané;43.3559987;-8.4053164
Rúa Benito Blanco Rajoy;43.3553810;-8.4037016
Paseo Matutino;42.1755327;-8.4978953
Rúa Benito Blanco Rajoy;43.3555448;-8.4038691
Avenida Alcalde Alfonso Molina;43.3296572;-8.3946338
Rúa Alcalde Electo Carballo;43.3247339;-8.3848713
Rúa Alejandro Pérez Lugín;43.3183843;-8.3844201
Rúa Vicente Risco;43.3135868;-8.3829386
Rúa Alcalde Domingo Sierra;43.3137904;-8.3829370
Avenida de Vilaboa;43.3136959;-8.3831400
Rúa Fonte da Balsa;43.3067387;-8.3822965
Rúa Fonte da Balsa;43.3068710;-8.3824733
Rúa Carcabelos;43.3113788;-8.3710373
Rúa GA-2;43.2990352;-8.3699313
Rúa GA-2;43.2990772;-8.3700181
Rúa Bartolomé de las Casas;43.3051214;-8.3246004
Rúa Lirios;43.3080726;-8.3273223
Rúa Xan Vicente Viqueira;43.3147813;-8.3344070
Rúa Ventoeira;43.3299404;-8.3488798
Rúa Ventoeira;43.3297961;-8.3478834
Rúa Ventoeira;43.3298606;-8.3497969
Ponte de Covas;42.8657761;-7.3091808
Rúa do Muíño do Vento;43.3377402;-8.3507457
Rúa de Lóngora;43.3359996;-8.3508921
Camiño do Parque;43.3308215;-8.3512750
Camiño dos Pozos;43.3306251;-8.3505337
Camiño dos Pozos;43.3302801;-8.3484320
Rúa Eirís;43.3296878;-8.3523695
Rúa Monte do Sino;43.3305535;-8.3532019
Rúa Benito Vicetto;43.3100300;-8.3349797
Rúa Amado Carballo;43.3085528;-8.3349761
Rúa Estorrentada;43.3015691;-8.3407322
Rúa da Luz;43.3090021;-8.3467851
Camiño da Fontaíña;43.3013862;-8.3496720
Rúa Estorrentada;43.2996196;-8.3461767
Rúa da Amil;43.2950477;-8.3476336
Rúa do Castiñeiro;43.2918856;-8.3521600
Ponte das Insuas;43.2901926;-8.3531499
Rúa As Barreiras;43.2817039;-8.3759977
Rúa dos Matos;43.2817130;-8.3748224
Rúa A Seara;43.2838100;-8.3823990
Rúa As Reixas;43.2854505;-8.3787818
Rúa Matosiña;43.2890307;-8.3828118
Rúa Leonzas;43.2899023;-8.3900402
Rúa Viouteiro;43.2875740;-8.3892225
Rúa José Ramallo;43.2864997;-8.3908228
Rúa Leonzas;43.2890770;-8.3905929
Rúa das Cruces;43.2913444;-8.3975260
Rúa Toroño;43.2893258;-8.3942168
Rúa das Labradas;43.2905800;-8.3957236
Rúa do Picoto;43.2886975;-8.3972732
Rúa Cortiña;43.2859954;-8.3847488
Rúa O Carón 2;43.3077725;-8.4235025
Camiño do Agro Longo;42.8549010;-8.5909976
Rúa da Cascalleira;42.8514395;-8.5759474
Camiño de Costantín;42.8935959;-7.2451509
Praza Maior;42.8935989;-7.2503761
Rúa do Toxal;42.8914829;-7.2554782
Rúa dos Grobos;42.8917375;-7.2509828
Rúa dos Grobos;42.8901346;-7.2520672
Rúa da Serra;42.8927962;-7.2528607
Rúa da Igrexa;42.8938156;-7.2492897
Rúa do Alcalde José Luís Roca Leivas;42.8902117;-7.2538140
Rúa de Ánxel Fole;42.8926714;-7.2523357
Rúa de Castelao;42.8937689;-7.2495131
Praza Maior;42.8932923;-7.2493781
Travesía dos Grobos;42.8909070;-7.2503337
Rúa de Otero Pedraio;42.8907428;-8.5332352
Corredoira de Porrodelo;42.8620203;-8.6366134
Corredoira de Porrodelo;42.8600264;-8.6343665
Estrada de Lapido;42.8586834;-8.6363015
Corredoira de Porrodelo;42.8581513;-8.6328347
Lapido;42.8591833;-8.6305626
"Rúa ""A"" da Cidade do Transporte";42.9120499;-8.5130555
Vía de Edison;42.9117263;-8.5148100
Rúa do Asilo;42.2266645;-8.4687332
"Rúa ""G"" da Cidade do Transporte";42.9128032;-8.5127146
"Rúa ""E"" da Cidade do Transporte";42.9136822;-8.5135500
"Rúa ""D"" da Cidade do Transporte";42.9130732;-8.5148263
Camiño da Verdeal;42.2233384;-8.4689191
Rúa do País Vasco;42.9085824;-8.4933578
Rúa do País Vasco;42.9066366;-8.4966237
Rúa do País Vasco;42.9041112;-8.4998730
Rúa do Escritor Paulo Coelho;42.8910271;-8.4985272
Travesa de San Marcos;42.8921634;-8.4945835
Rúa do Escritor Paulo Coelho;42.8913240;-8.4963986
Rúa do Escritor Paulo Coelho;42.8905920;-8.4987743
Praza do Obradoiro;42.8802837;-8.5455180
Avenida de Evaristo Correa Calderón;42.8945121;-7.2514888
Estrada Madrid - A Coruña;42.8938624;-7.2584669
Estrada Madrid - A Coruña;42.8966332;-7.2647252
Estrada de Escobio;42.8969982;-7.2476402
Praza Maior;42.8932996;-7.2498686
Praza Maior;42.8936624;-7.2499187
Rúa dos Irmáns Díaz Moreno;42.8944061;-7.2522439
Rúa Fabeiro;42.8956418;-7.2522332
Rúa do Río Neira;42.8960903;-7.2490219
Rúa do Emigrante;42.8952789;-7.2485877
Travesía do Igrexario;42.8956696;-7.2485972
Travesía de Xestelo;42.8949918;-7.2505762
Estrada de Eirís;43.3401087;-8.3941768
Rúa Javier López López;43.3468457;-8.3968586
Camiño da Agra;42.8595063;-8.6079576
Carreiro do Pereiro;42.8518245;-8.6211541
Rúa Serafín Pazo;42.6889954;-8.4903012
Rúa do Irida;42.6891234;-8.4812075
Rúa Justo Martínez;42.6899126;-8.4895128
Praza do Mestre Cerviño;42.2319271;-8.3633328
Rúa Serafín Pazo;42.6875998;-8.4885711
Rúa 35;42.6874755;-8.4876244
Rúa Xesteira;42.6920986;-8.4868747
Rúa do Matadoiro;42.6864087;-8.4872940
Rúa Waldo Álvarez Insua;42.6886660;-8.4929331
Rúa de Padrón;42.6888537;-8.4933720
Rúa 75;42.6884252;-8.4949138
Praza Campo da Feira;42.6906984;-8.4872092
Rúa de Entrerríos;42.8595574;-8.6474877
Rúa Entrerríos;42.8597098;-8.6471829
Estrada de Mera a Veigue;43.3750313;-8.3039103
Rúa Curros Enríquez;43.3759409;-8.3238007
Camiño Río da Barreira;43.3770051;-8.3240003
Rúa das Ameixeiras;42.8458341;-8.6426936
Estrada das Punxeiras;42.8527651;-8.6430996
Rúa Joaquín Martín Martínez;43.3398331;-8.4144208
Rúa Joaquín Martín Martínez;43.3400813;-8.4137739
Estrada de Condomín;42.8518830;-8.6402417
Rúa Alberto Garaizabal Macazaga;43.3393489;-8.4150472
Estrada das Punxeiras de Abaixo;42.8535811;-8.6435249
Estrada do Pozo;42.8499401;-8.6379839
Polígono de Pocomaco Primeira Avenida;43.3334897;-8.4276583
Polígono de Pocomaco Primeira Avenida;43.3339328;-8.4271465
Polígono de Pocomaco Primeira Avenida;43.3358094;-8.4247053
Rúa Huerto;43.3307796;-8.4269651
Rúa dos Pradiños;42.8447031;-8.6395800
Rúa das Nogueiras;42.8450910;-8.6397751
Pista do Espadenal;42.8338200;-8.6129428
Rúa de Federico Manciñeira;43.3099087;-8.3280878
Rúa Marismas do Río de Bañobre;43.3302968;-8.4259921
Autovía do Noroeste;42.9033068;-7.2459909
Autovía do Noroeste;42.9021159;-7.2545223
Rúa da Fonte;42.8299857;-8.6002758
Ponte do Outeiro;42.8298984;-8.5982726
Rúa da Cascalleira;42.8290588;-8.5971299
Camiño de Milhomes;43.5406926;-8.2642809
Rúa do Areeiro;42.2484380;-8.6760282
Travesía Río Seco;43.5277788;-8.1856262
Rueiro de Gadoi;43.5289307;-8.1851711
Rúa Río Trabe;43.3073417;-8.3837415
Estrada de Ouzande;42.6773826;-8.4876223
Rúa de Caño Sifón;42.6838945;-8.4843444
Camiño de Ouzande;42.6827186;-8.4918941
Camiño de Ouzande;42.6832802;-8.4954122
Avenida de Marín;42.6866787;-8.4985870
Travesía de Marín 1;42.6861670;-8.4977001
Travesía da Decoita 1;42.6856547;-8.4955972
Rúa de Fermín Bouza Brei;42.6873014;-8.4937445
Camiño de Ouzande;42.6846803;-8.4936134
Avenida de Vigo;42.6851994;-8.4990950
Camiño dos Pozos;42.6870526;-8.4929793
Avenida de Venezuela;42.6873743;-8.4968879
Travesía de Vigo;42.6865417;-8.4976197
Rúa da Decoita;42.6852305;-8.4954212
Camiño de Ouzande;42.6860331;-8.4929983
Travesía da Penarada;42.6841690;-8.5008359
Grupo San Paio;42.6867113;-8.4972472
Rúa de Figueiroa de Arriba;42.6965587;-8.4980500
Rúa W;42.6904298;-8.4995195
Travesia da Cañoteira;42.6940379;-8.4843819
Rúa de 72;42.6948524;-8.4896397
Camiño da Congostra;42.6938618;-8.4970826
Travesía Rosalía de Castro;42.6890066;-8.4973070
Camiño Ramos;42.6884779;-8.5014125
Travesía da Feira;42.6902946;-8.4863357
Rúa Río Deza;42.6904500;-8.4860604
Rúa de Muíño;42.6904084;-8.4849844
Rúa Baiuca;42.6894878;-8.4838522
Calexón da Cañoteira;42.6938489;-8.4845676
Travesía de Fernando Conde 2;42.6908129;-8.4781764
Ruela Leicures;42.6907130;-8.4857830
Rúa de Muíño;42.6911924;-8.4798573
Avenida da Torre;42.6860980;-8.4815410
Rúa de Gabino Bugallal;42.0886629;-8.4183484
Rúa da Esperanza;42.0882449;-8.4136626
Estrada de Circunvalación;42.0886174;-8.4188126
Travesía Santa Bárbara;42.0886454;-8.4150935
Praza Maior;42.0882654;-8.4145548
Praza da Cristiandade;42.0884237;-8.4152605
Rúa da Eira da Liñaza;42.0850435;-8.4150352
Rúa da Roda;43.3759804;-8.4261553
Avenida do Dique de Abrigo;43.3670223;-8.3800295
Avenida de Cádiz;43.3472302;-8.4137468
Rúa México;43.3525417;-8.4035629
Rúa Brasil;43.3521834;-8.4044392
Estrada Vilagarcía - A Veiga;43.1128554;-7.4514208
Estrada Vilagarcía - A Veiga;43.1059952;-7.4623827
Estrada Vilagarcía - A Veiga;43.1030148;-7.4673258
Estrada Vilagarcía - A Veiga;43.2189183;-7.3179155
Estrada da Estación;42.0841554;-8.4155776
Estrada da Estación;42.0855313;-8.4156891
Estrada da Estación;42.0845538;-8.4165123
Avenida Alcalde Alfonso Molina;43.3528434;-8.4067376
Avenida Alcalde Alfonso Molina;43.3512178;-8.4072752
Rúa Juan Flórez;43.3616108;-8.4075601
Rúa Cabana;43.3586945;-8.4046504
Rúa Primavera;43.3563796;-8.4036596
Urbanización O Cruceiro;43.3436956;-8.4130404
Rúa Madame Curie;43.3498261;-8.4211541
Camiño Capela;43.3418169;-8.3903186
Rúa das Petunias;43.3439286;-8.4011983
Rúa José Luis Bugallal Marchesi;43.3502819;-8.4083256
Rúa Ría do Burgo;43.3508240;-8.4081438
Praza da Ría;43.3293777;-8.3817917
Avenida da Pasaxe;43.3314189;-8.3853187
Avenida da Pasaxe;43.3322606;-8.3865801
Rúa Estaleiro;43.3332578;-8.3792669
Rúa Kenia;43.3330542;-8.3756754
Rúa da Ermida;43.3483962;-8.4314910
Rúa Castromén;43.3987151;-8.3175537
Avenida da Solaina;43.5018837;-8.2018610
Rúa Cuba;43.4898904;-8.2188840
Rúa Venezuela;43.4881212;-8.2222443
Camiño da Penarada;42.6824622;-8.5004181
Rúa Río Xallas;43.4919283;-8.2258811
Rúa V;42.6908461;-8.4994715
Rúa Navegantes;43.4876816;-8.2396681
Rúa Granxa;43.2989853;-8.3753060
Camiño Real;43.2870870;-8.3677761
Camiño Real;43.2879561;-8.3676410
Paseo Fluvial do río Mero;43.3106254;-8.3544855
Paseo Fluvial do río Mero;43.3001042;-8.3585383
Paseo Fluvial do río Mero;43.3008013;-8.3582281
Camiño da Carreira;43.2925071;-8.3636232
Paseo Fluvial do río Mero;43.2923041;-8.3568954
Rúa Pablo Picasso;43.3155949;-8.3615852
Avenida da Coruña;43.3157885;-8.3624020
Rúa Antonio Machado;43.3135532;-8.3641219
Rúa Pintor Tim Behrens;43.3139666;-8.3651333
Rúa San Antón;43.3149496;-8.3641709
Rúa San Manuel;43.3148870;-8.3643764
Rúa San Manuel;43.3153163;-8.3645813
Rúa San Francisco;42.0802720;-8.5012637
Rúa Sanjurjo de Carricarte;43.3151025;-8.3672062
Rúa Carcabelos;43.3139314;-8.3722516
Rúa Carcabelos;43.3134795;-8.3721913
Rúa Cacabelos;43.3136686;-8.3722184
Rúa Marolete;43.3971073;-8.3207394
Rúa Castromén;43.3964576;-8.3206245
Avenida de Rutis;43.3134181;-8.3759337
Avenida de Rutis;43.3134596;-8.3757030
Avenida de Rutis;43.3132331;-8.3757875
Avenida de Rutis;43.3134550;-8.3756369
Rúa Santa Bárbara;43.3154986;-8.3891002
Rúa Manuel Curros Enríquez;43.3188135;-8.3811491
Camiño A Picaraña;42.1861564;-8.4957382
Rúa da Canle;43.3958419;-8.3232837
Camiño da Devesa;42.8532243;-8.5615464
Camiño da Devesa;42.8530511;-8.5608146
Paseo Fluvial do río Mero;43.2952875;-8.3576223
Rúa Laxeiro;43.3108892;-8.3450582
Avenida Nova York;43.3142613;-8.4212334
Autovía do Noroeste;42.9076160;-7.2359885
Autovía do Noroeste;42.9083110;-7.2345002
Estrada O Cereixal (N6) ‐ O Cádavo (LU‐710);42.9293175;-7.2015851
Estrada O Cereixal (N6) ‐ O Cádavo (LU‐710);42.9015907;-7.1910550
Estrada Cereixal (N6) ‐ Cadavo (LU‐710);42.9296967;-7.2068397
Estrada Meilá;43.1080965;-8.1582268
Estrada Polvorines;43.3044307;-8.4154120
Camiño da Colina;43.3049682;-8.4194872
Rúa da Agra do Bico;43.3305201;-8.4075144
Rúa Luis Peña Novo;43.3398337;-8.4199880
Rúa Emilio Merino Losada;43.3405461;-8.4178877
Rúa Mozart;43.3393605;-8.4204843
Estrada Camporredondo - Biduedo;42.9654116;-7.1842487
Estrada a Teixeira de Arriba;42.9636082;-7.1717015
Camiño do Escorial;43.5005874;-8.2098350
Rúa do Escorial;43.5004170;-8.2129725
O Reguengo;42.9262988;-7.2690270
O Reguengo;42.9234308;-7.2673236
O Reguengo;42.9252407;-7.2666423
O Reguengo;42.9247088;-7.2673645
Rúa do Roupeiro;42.2377627;-8.7170203
Rúa Heraclio Botana;42.2372310;-8.7153274
Rúa Heraclio Botana;42.2370270;-8.7153134
Rúa de Xestelo;42.8948863;-7.2506721
Camiño da Pedreira;43.5177662;-8.2418287
Camiño de Bustelo;43.5163025;-8.2412580
Camiño da Veiga;43.5157064;-8.2400715
Pasarela;42.2362770;-8.7084190
Camiño da Seara;43.5039387;-8.2294413
Rúa do Pinar;42.8899949;-7.2531739
Estrada de Gundián;42.8929283;-7.2469163
Rúa do Souto;42.8917275;-7.2551523
Rúa de San Vitorio;42.8970140;-7.2464239
Rúa Quinientas;42.8930504;-7.2460417
Rúa da Cova da Catalina;42.8909713;-7.2523410
Avenida do Camiño Francés;42.8877994;-8.5262696
Rúa Blanco White;43.3460408;-8.4177419
Rúa Blanco White;43.3462102;-8.4174505
Rúa de Bolaño Rivadeneira;42.8915963;-7.2521711
Rúa de Leonora;42.8925714;-7.2538965
Rúa de Senra;42.8944025;-7.2585638
Travesía Matadoiro 2;42.6873122;-8.4853872
Rúa dos Pepes;42.8934368;-7.2487522
Rúa das Hortas;42.8928765;-7.2521911
Travesía de Lara;42.8935361;-7.2507143
Travesía Fernando Conde 1;42.6895587;-8.4823497
Travesía Matadoiro 3;42.6861816;-8.4863051
Camiño de Ouzande;42.6846460;-8.4930824
Rúa Aguillón;43.3681361;-8.4311448
Rúa Oviedo;43.3475023;-8.4479810
Rúa Melide di Lugano;42.9126020;-8.0145986
Circunvalación do Campo da Feira;42.9102606;-8.0125149
Rúa Antonio Prado Díaz;42.9121616;-8.0156763
Rúa de Madrid;42.9121568;-8.0154036
Rúa de Euskadi;42.9117653;-8.0154996
Rolda de Pontevedra;42.9090941;-8.0158465
Travesía de Cerdeiriños;42.7883664;-7.8307234
Rúa de Eduardo Blanco Amor;42.7890592;-7.8289342
Rúa de Xosé Álvarez Cabana;42.7914813;-7.8345462
Rúa das Revoltas;42.7903564;-7.8368911
Travesía da Feira;42.7914751;-7.8363313
Rúa do Doutor Ouro Viñas;42.7903715;-7.8358180
Rúa de Blanca Martínez;42.7907992;-7.8346457
Praza do Conselleiro Fernando Salgado;42.7925428;-7.8356244
Rúa Nova;42.7922561;-7.8339888
Praza do Alcalde Antonio Rojo Losada;42.7922787;-7.8331850
Praza de Liñares;42.7939523;-7.8284666
Travesía da Costa;42.7904907;-7.8352311
Rúa da Fotógrafa Mary Quintero;42.7915385;-7.8305462
Praza de Liñares;42.7937316;-7.8285031
Rúa de Fonte Antón;42.7928867;-7.8395534
Rúa de Eduardo Pondal;42.7904193;-7.8326747
Rúa Vella;42.7913995;-7.8331487
Rúa de Concepción Arenal;42.7924595;-7.8376089
Rúa do Practicante Manuel Soengas Gontá;42.7924526;-7.8369533
Rúa da Xesta;42.7927078;-7.8301932
Travesía de Esporiz;42.7940897;-7.8403317
Rúa de Buenos Aires;42.7941931;-7.8417679
Rúa do Mato;42.7938374;-7.8385591
Rúa de Celso Emilio Ferreiro;42.7935264;-7.8382815
Rúa da Carreira;42.7933387;-7.8424507
Rúa do Coronel Quiroga;42.7915382;-7.8384349
Praza do Conselleiro Fernando Salgado;42.7917978;-7.8350705
Praza do Ulla;42.7913924;-7.8366989
Praza do Conselleiro Fernando Salgado;42.7920328;-7.8342073
Rúa de Ramón Piñeiro López;42.7903607;-7.8387848
Rúa de Muros;42.8764500;-8.6090597
Rúa de Muros;42.8739936;-8.6006957
Rúa do Edil Jaime García Rojo;42.7950310;-7.8201246
Rúa de Ramón Cabanillas;42.7939889;-7.8271467
Rúa de Antas de Ulla;42.7944873;-7.8201736
Rúa de Ramón Cabanillas;42.7941254;-7.8271111
Rúa de Portomarín;42.7956665;-7.8153572
Rúa de Palas de Rei;42.7944875;-7.8191046
Estrada Corveira - Córneas - Restelo;42.9862743;-7.1415734
Estrada Polígono Industrial - Rego de Pereira - A Quintá;42.9915119;-7.2380920
Estrada Polígono Industrial - Rego de Pereira - Quinta;43.0073855;-7.2499857
Estrada Montouto - A Gasalla;42.9650477;-7.1514742
Estrada A Fontaneira - O Vilar dos Adrios;43.0187920;-7.1812710
Estrada a Vilela;42.9916281;-7.1464563
Estrada a Puñago;43.0029630;-7.2524645
Camiño de Puñago;42.9981842;-7.2511546
Estrada da Lastra;43.0610473;-7.2196103
Estrada Córneas - Vilardoi;42.9700589;-7.1259492
Estrada Boel - Martín - A Muíña;43.1377443;-7.2379900
Estrada da Praia Fluvial;42.6992790;-8.4637965
Avenida de Compostela;42.8788544;-8.5499587
Rúa da Fonte;42.0163019;-7.4675088
Rúa do Forno;42.0166782;-7.4673865
A Tapada;42.0185465;-7.4650486
Rúa do Canto;42.0169719;-7.4670057
Rúa de Francisco Filgueira;42.5898921;-8.3512196
Rúa do P;42.5876991;-8.3526012
Camiño de Chamosa;42.5920708;-8.3514454
Praza de Sorribas;42.5876055;-8.3522181
Canella da Trabanca;42.0306950;-7.4424271
Avenida do Doutor Nogueira;43.0134712;-7.2461676
Avenida de Baralla;43.0145919;-7.2439963
Avenida de Lugo;43.0144655;-7.2455073
Rúa da Feira;43.0162895;-7.2458231
Travesía de Lugo;43.0162619;-7.2450518
Travesía de Baralla;43.0144971;-7.2441594
Estrada O Cádavo - Trembedo;43.0388990;-7.2349869
Travesía de Lugo;43.0154150;-7.2441444
Rúa de Rosalía de Castro;43.0163120;-7.2468139
Travesía de Meira;43.0164958;-7.2476342
Avenida de Pepe Riveiro;43.0152523;-7.2466446
Rúa da Carbosa;43.3050403;-8.4400746
Rúa da Carbosa;43.3039962;-8.4425959
Rúa Zapateira;43.3028021;-8.4456000
Rúa Lois Pereiro;43.2954365;-8.4323682
Rúa Juana Capdevielle;43.2954967;-8.4298428
Rúa Fraternidade Campesiña;43.2937888;-8.4309842
Rúa Escultor José Ferreiro;43.2934992;-8.4296680
Rúa Manuel María;43.2960413;-8.4296927
Rúa Juan de Otero;43.2942226;-8.4292289
Rúa José Ramallo;43.2827236;-8.3945566
Rúa José Ramallo;43.2825335;-8.3947578
Rúa Zapateira;43.3039346;-8.4452700
Rúa Xeneral San Martín;43.3522665;-8.4083442
Rúa de Muros;42.8750500;-8.6143197
Rúa do Nabal;42.8769807;-8.6078746
Rúa de Benito Regueiro Varela;42.8774778;-8.6054774
Rúa de Elena Quiroga de Abarca;42.8767255;-8.6051259
Rúa da Xeración Nós;42.8803510;-8.6060952
Rúa de Elena Quiroga de Abarca;42.8784152;-8.6050297
Rúa d'As Torres no Ar;42.8798674;-8.6053705
Estrada Lugo - A Fonsagrada;43.0169154;-7.2282192
Estrada a Vilarín de Córneas;42.9778122;-7.1833445
Estrada á Azoreira;42.9564656;-7.1374475
Rúa Victoria Fernández España;43.3735814;-8.4002109
Travesía de Santiago C;42.9282367;-8.1679215
Rúa da Cruz Vermella;42.9275073;-8.1606078
Rúa de Luís Seoane;42.9282689;-8.1614534
Rúa de Valle-Inclán;42.9279726;-8.1608589
Travesía da Fraga do Rei;42.9286488;-8.1597634
Rúa Nova;42.9284267;-8.1633899
Rúa do Viso;42.9303575;-8.1582918
Rúa de Muros;42.8738951;-8.6181754
Rúa de Muros;42.8747513;-8.6181924
Rúa de Muros;42.8743977;-8.6183124
Fondo da Ribeira;42.0345894;-7.4348839
Canella da Estacada;42.0365232;-7.4348932
A Estrada Vella;42.0358521;-7.4378867
Rúa de Muíño;42.6904484;-8.4834015
Rúa de San Antonio;42.6907363;-8.4891359
Rúa do Matadoiro;42.6870242;-8.4867088
Rúa de Forcarei;42.6894474;-8.4956798
Rúa do Irida;42.6890418;-8.4883941
Avenida de Ponteareas;42.6887000;-8.4851605
Rúa do Doutor Manuel de la Calle;42.6854846;-8.4973585
Rúa Irmáns José e Severino Trigo;42.6901947;-8.4874401
Rúa Ulla;42.6899198;-8.4862499
Rúa de Pérez Viondi;42.6869434;-8.4908424
Rúa do 8;42.6867975;-8.4982722
Travesía de América 3;42.6892039;-8.4956933
Rúa Calvo Sotelo;42.6898550;-8.4891251
Travesía de Pontevedra 2;42.6879282;-8.4998804
Praza da Feria;42.6903609;-8.4868599
Rúa de Cerdedo;42.6896457;-8.4965746
Avenida de América;42.6887221;-8.4948532
Rúa Ramón Aller;42.6592299;-8.1155390
Avenida da Coruña;43.3393569;-8.4459870
Avenida da Coruña;43.3396063;-8.4478117
Rúa Magdalena Kiel;43.3413163;-8.4473905
Rúa Perú;43.3395206;-8.4438033
Rúa Perú;43.3394789;-8.4446813
Rúa Colombia;43.3400856;-8.4442739
Avenida da Coruña;43.3388886;-8.4467500
Rúa Calera;43.3238374;-8.4309151
Rúa Muíños de Abaixo;43.3230036;-8.4294913
Rúa Fonte de Feáns;43.3222069;-8.4331012
Rúa Fonte de Feáns;43.3227279;-8.4323177
Camiño de Conxes;43.3179575;-8.4374489
Camiño de Muíños;43.3211972;-8.4221146
Estrada a Vilanova;42.9749452;-7.1328618
Rúa Torino;43.3247307;-8.4049096
Avenida Alcalde Alfonso Molina;43.3299657;-8.3957975
Avenida Alcalde Alfonso Molina;43.3302404;-8.3974536
Estrada das Bouzas;43.0044531;-7.1685897
Estrada das Bouzas;43.0030737;-7.1743009
A Galiana;42.8618406;-8.5482828
Camiño da Pena Marela;42.8641068;-8.6430302
Camiño de Ourís;42.8715237;-8.6651564
Estrada a Suagranda;43.0329243;-7.2104465
Camiño da Fontaneira;43.0277695;-7.1728465
Camiño de Suagranda;43.0429083;-7.2129336
Pista de Pandelo a Xestoso;43.0026899;-7.1913817
Camiño da Pasada;43.0266837;-7.1833153
Estrada ao Trabeiro;43.0239647;-7.2071886
Estrada ao Sesto;43.0190011;-7.2111299
Camiño da Mariana;43.4983452;-8.2424172
Camiño de Aneiros de Arriba;43.5001861;-8.2443213
Camiño de Mañón;43.5043302;-8.2498175
Rúa de José Gil;42.0881196;-8.4157542
Rúa Barrio;42.0609547;-7.4591584
Rúa Barrio;42.0612361;-7.4587559
Rúa Barrio;42.0610271;-7.4593806
Rúa dos Zapateiros;42.0606111;-7.4607500
Rúa do Cruceiro;42.0615716;-7.4657236
Rúa do Cruceiro;42.0614202;-7.4652180
Rúa do Pozo;42.0606024;-7.4642615
Rúa do Cano;42.9266035;-8.1653973
Rúa dos Catro Ventos;42.9325259;-8.1641085
Rúa do Convento;42.9253073;-8.1632041
Rúa do Covelo;42.9319390;-8.1634368
Rúa de Hipócrates;42.9263735;-8.1642138
Rúa da Lúa;42.9263701;-8.1644324
Rúa da Lúa;42.9265247;-8.1641463
Rúa do Mestre Don Isaac;42.9253218;-8.1624442
Rúa da Milagrosa;42.9254935;-8.1633087
Rúa da Pastoriza;42.9259644;-8.1639674
Rúa da Pastoriza;42.9260546;-8.1641665
Rúa da Fonte Fraga;42.9291793;-8.1648912
Rúa de San Salvador;42.9296942;-8.1645795
Rúa de San Vicente;42.9260260;-8.1641095
Travesía de Santiago A;42.9273532;-8.1651176
Travesía de Santiago B;42.9285137;-8.1669938
Rúa do Rego da Raña;42.9264470;-8.1588386
Subida á Madroa;42.2441131;-8.6749372
Subida á Madroa;42.2429324;-8.6749003
Subida á Madroa;42.2438078;-8.6754421
Subida á Madroa;42.2435737;-8.6759201
Subida á Madroa;42.2445797;-8.6759708
Subida á Madroa;42.2430411;-8.6750629
Travesía Matadoiro 1;42.6879041;-8.4857714
Camiño da Caldesiña;42.6906669;-8.4941693
Rúa Irmáns Valladares;42.6894808;-8.4916192
Rúa de Antón Losada Diéguez;42.6920156;-8.4929629
Rúa da Regueira;42.5925710;-8.3509896
Barrio das Sombras;42.5881983;-8.3527292
Rúa do Río Mera;42.9300260;-8.1541530
Rúa do Castro;42.9296577;-8.1557261
Rúa Hermanos Pinzón;43.5004655;-8.2008232
Rúa Nicanor Tabuyo Domínguez;43.3313895;-8.4402093
Rúa Manuel Rañal;43.3305106;-8.4423073
Rúa José Ramón Taracido;43.3310117;-8.4457021
Rúa Severino Chacón Bergueiro;43.3318152;-8.4486173
Rúa Severino Chacón Bergueiro;43.3315752;-8.4489733
Rúa Severino Chacón Bergueiro;43.3300373;-8.4521963
Rúa Severino Chacón Bergueiro;43.3272581;-8.4535697
Rúa Blasco Ibáñez;43.3265591;-8.4512668
Rúa Nicanor Tabuyo Domínguez;43.3280544;-8.4490052
Rúa Antonio Durán Cao;43.3280996;-8.4509623
Rúa Antonio Durán Cao;43.3290330;-8.4495220
Rúa Alfredo Kraus;43.3287360;-8.4430597
Rúa Alfredo Kraus;43.3286749;-8.4426782
Rúa Alfredo Kraus;43.3289829;-8.4446050
Rúa Severino Chacón Bergueiro;43.3315287;-8.4489465
Rúa José Ramón Taracido;43.3315568;-8.4484793
Estrada do Real;43.0685553;-7.2525560
Estrada do Castro;43.0671416;-7.2271230
Camiño de Ladride;43.0597775;-7.2183133
Camín do Muín Vello;43.0745319;-7.2654287
Rúa Alfonso Rodríguez Castelao;42.6877201;-8.4867067
Rúa Alfonso Rodríguez Castelao;42.6894669;-8.4873282
Subida á Madroa;42.2431772;-8.6753896
Estrada Vella de Madrid;42.2160224;-8.6803809
Camiño da Colina;43.3048938;-8.4198920
Rúa Bratislava;43.3072349;-8.4237810
Avenida de Adolfo Suárez;43.0162521;-7.5500353
Avenida do Mar;43.4634212;-8.2565257
Rúa da Corredoira;42.6659031;-8.1223646
Avenida do Mar;43.4618619;-8.2588123
Rúa Serra de Meira;43.0168688;-7.5521014
Estrada Polígono Industrial - Rego de Pereira - Quinta;43.0083682;-7.2497173
Estrada Polígono Industrial - Rego de Pereira - Quinta;43.0081456;-7.2502038
Estrada Polígono Industrial - Rego de Pereira - Quinta;43.0081205;-7.2499486
Avenida de Cruces;42.6663166;-8.1184063
Camiño de Mendreiras;43.1203632;-7.2422039
Rúa José María Luengo Martínez;43.3344941;-8.4110539
